interacting_pair	gene_a	gene_b	tissue	region
EFNB1_EPHA4	EFNB1	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHA4	EFNB2	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA7	EFNA1	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA7	EFNA5	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHB2	EFNA5	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB2	EFNB1	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB2	EFNB2	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB4	EFNB1	EPHB4	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB4	EFNB2	EPHB4	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB6	EFNB1	EPHB6	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB6	EFNB2	EPHB6	large_intestine	HBM942.WHFC.488_reg001
AREG_EGFR	AREG	EGFR	large_intestine	HBM942.WHFC.488_reg001
HBEGF_EGFR	HBEGF	EGFR	large_intestine	HBM942.WHFC.488_reg001
TGFA_EGFR	TGFA	EGFR	large_intestine	HBM942.WHFC.488_reg001
NRG1_ERBB3	NRG1	ERBB3	large_intestine	HBM942.WHFC.488_reg001
NRG2_ERBB3	NRG2	ERBB3	large_intestine	HBM942.WHFC.488_reg001
HBEGF_ERBB4	HBEGF	ERBB4	large_intestine	HBM942.WHFC.488_reg001
NRG1_ERBB4	NRG1	ERBB4	large_intestine	HBM942.WHFC.488_reg001
NRG2_ERBB4	NRG2	ERBB4	large_intestine	HBM942.WHFC.488_reg001
NRG3_ERBB4	NRG3	ERBB4	large_intestine	HBM942.WHFC.488_reg001
HBEGF_ERBB2	HBEGF	ERBB2	large_intestine	HBM942.WHFC.488_reg001
FGF10_FGFR2	FGF10	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR2	FGF2	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF7_FGFR2	FGF7	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR1	FGF2	FGFR1	large_intestine	HBM942.WHFC.488_reg001
NCAM1_FGFR1	NCAM1	FGFR1	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR3	FGF2	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF9_FGFR3	FGF9	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR4	FGF2	FGFR4	large_intestine	HBM942.WHFC.488_reg001
NCAM1_AGRN	NCAM1	AGRN	large_intestine	HBM942.WHFC.488_reg001
FLRT2_ADGRL1	FLRT2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
NRXN1_ADGRL1	NRXN1	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
NRXN3_ADGRL1	NRXN3	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL1	TENM1	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL1	TENM2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL1	TENM3	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL1	TENM4	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
FLRT2_ADGRL3	FLRT2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL3	FLRT3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL3	TENM1	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL3	TENM2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL3	TENM3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL3	TENM4	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL2	FLRT3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL2	TENM1	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL2	TENM2	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL2	TENM3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL2	TENM4	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
LGALS3_MERTK	LGALS3	MERTK	large_intestine	HBM942.WHFC.488_reg001
GAS6_MERTK	GAS6	MERTK	large_intestine	HBM942.WHFC.488_reg001
LGALS9_HAVCR2	LGALS9	HAVCR2	large_intestine	HBM942.WHFC.488_reg001
LGALS9_P4HB	LGALS9	P4HB	large_intestine	HBM942.WHFC.488_reg001
GIP_GIPR	GIP	GIPR	large_intestine	HBM942.WHFC.488_reg001
GAS6_AXL	GAS6	AXL	large_intestine	HBM942.WHFC.488_reg001
GAS6_TYRO3	GAS6	TYRO3	large_intestine	HBM942.WHFC.488_reg001
GHRL_GPR39	GHRL	GPR39	large_intestine	HBM942.WHFC.488_reg001
IGF1_IGF1R	IGF1	IGF1R	large_intestine	HBM942.WHFC.488_reg001
IGFBP3_TMEM219	IGFBP3	TMEM219	large_intestine	HBM942.WHFC.488_reg001
IL1RAP_PTPRF	IL1RAP	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRRC4C_PTPRF	LRRC4C	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRF	LRFN5	PTPRF	large_intestine	HBM942.WHFC.488_reg001
CLEC2B_KLRF1	CLEC2B	KLRF1	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRD	LRFN5	PTPRD	large_intestine	HBM942.WHFC.488_reg001
NLGN3_PTPRD	NLGN3	PTPRD	large_intestine	HBM942.WHFC.488_reg001
SLITRK2_PTPRD	SLITRK2	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LTB_LTBR	LTB	LTBR	large_intestine	HBM942.WHFC.488_reg001
LPAR1_ADGRE5	LPAR1	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
LPAR2_ADGRE5	LPAR2	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
LPAR3_ADGRE5	LPAR3	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
MDK_ALK	MDK	ALK	large_intestine	HBM942.WHFC.488_reg001
PTN_ALK	PTN	ALK	large_intestine	HBM942.WHFC.488_reg001
NECTIN3_PVR	NECTIN3	PVR	large_intestine	HBM942.WHFC.488_reg001
NTN1_DCC	NTN1	DCC	large_intestine	HBM942.WHFC.488_reg001
NTN1_DSCAM	NTN1	DSCAM	large_intestine	HBM942.WHFC.488_reg001
NTN1_UNC5B	NTN1	UNC5B	large_intestine	HBM942.WHFC.488_reg001
NTN4_UNC5B	NTN4	UNC5B	large_intestine	HBM942.WHFC.488_reg001
NTN1_UNC5C	NTN1	UNC5C	large_intestine	HBM942.WHFC.488_reg001
NTN4_UNC5D	NTN4	UNC5D	large_intestine	HBM942.WHFC.488_reg001
NRXN1_DAG1	NRXN1	DAG1	large_intestine	HBM942.WHFC.488_reg001
NTF3_NTRK3	NTF3	NTRK3	large_intestine	HBM942.WHFC.488_reg001
CNTN1_NOTCH1	CNTN1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH1	DLL1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH1	DLL4	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH1	JAG1	NOTCH1	large_intestine	HBM942.WHFC.488_reg001
CNTN1_NOTCH2	CNTN1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH2	DLL1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH2	DLL4	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH2	JAG1	NOTCH2	large_intestine	HBM942.WHFC.488_reg001
DLL1_NOTCH4	DLL1	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
DLL4_NOTCH4	DLL4	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
JAG1_NOTCH4	JAG1	NOTCH4	large_intestine	HBM942.WHFC.488_reg001
SCT_VIPR1	SCT	VIPR1	large_intestine	HBM942.WHFC.488_reg001
VIP_VIPR1	VIP	VIPR1	large_intestine	HBM942.WHFC.488_reg001
SCT_VIPR2	SCT	VIPR2	large_intestine	HBM942.WHFC.488_reg001
VIP_VIPR2	VIP	VIPR2	large_intestine	HBM942.WHFC.488_reg001
PGF_FLT1	PGF	FLT1	large_intestine	HBM942.WHFC.488_reg001
VEGFA_FLT1	VEGFA	FLT1	large_intestine	HBM942.WHFC.488_reg001
VEGFB_FLT1	VEGFB	FLT1	large_intestine	HBM942.WHFC.488_reg001
PGF_NRP1	PGF	NRP1	large_intestine	HBM942.WHFC.488_reg001
SEMA3A_NRP1	SEMA3A	NRP1	large_intestine	HBM942.WHFC.488_reg001
VEGFA_NRP1	VEGFA	NRP1	large_intestine	HBM942.WHFC.488_reg001
VEGFB_NRP1	VEGFB	NRP1	large_intestine	HBM942.WHFC.488_reg001
PGF_NRP2	PGF	NRP2	large_intestine	HBM942.WHFC.488_reg001
SEMA3C_NRP2	SEMA3C	NRP2	large_intestine	HBM942.WHFC.488_reg001
SEMA3F_NRP2	SEMA3F	NRP2	large_intestine	HBM942.WHFC.488_reg001
VEGFA_NRP2	VEGFA	NRP2	large_intestine	HBM942.WHFC.488_reg001
PDGFA_PDGFRA	PDGFA	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFB_PDGFRA	PDGFB	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFC_PDGFRA	PDGFC	PDGFRA	large_intestine	HBM942.WHFC.488_reg001
PDGFB_PDGFRB	PDGFB	PDGFRB	large_intestine	HBM942.WHFC.488_reg001
PDGFD_PDGFRB	PDGFD	PDGFRB	large_intestine	HBM942.WHFC.488_reg001
PODXL2_SELP	PODXL2	SELP	large_intestine	HBM942.WHFC.488_reg001
PVR_CD226	PVR	CD226	large_intestine	HBM942.WHFC.488_reg001
PVR_CD96	PVR	CD96	large_intestine	HBM942.WHFC.488_reg001
GCG_GLP2R	GCG	GLP2R	large_intestine	HBM942.WHFC.488_reg001
NPY_NPY1R	NPY	NPY1R	large_intestine	HBM942.WHFC.488_reg001
PYY_NPY1R	PYY	NPY1R	large_intestine	HBM942.WHFC.488_reg001
RSPO2_LGR4	RSPO2	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR4	RSPO3	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR4	RSPO4	LGR4	large_intestine	HBM942.WHFC.488_reg001
RSPO2_LGR5	RSPO2	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO3_LGR5	RSPO3	LGR5	large_intestine	HBM942.WHFC.488_reg001
RSPO4_LGR5	RSPO4	LGR5	large_intestine	HBM942.WHFC.488_reg001
RARRES2_CMKLR1	RARRES2	CMKLR1	large_intestine	HBM942.WHFC.488_reg001
SCT_SCTR	SCT	SCTR	large_intestine	HBM942.WHFC.488_reg001
VIP_SCTR	VIP	SCTR	large_intestine	HBM942.WHFC.488_reg001
SEMA3E_PLXND1	SEMA3E	PLXND1	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PLXNB2	SEMA4D	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4G_PLXNB2	SEMA4G	PLXNB2	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PLXNB1	SEMA4D	PLXNB1	large_intestine	HBM942.WHFC.488_reg001
SEMA4D_PTPRC	SEMA4D	PTPRC	large_intestine	HBM942.WHFC.488_reg001
SLIT1_ROBO1	SLIT1	ROBO1	large_intestine	HBM942.WHFC.488_reg001
SLIT2_ROBO1	SLIT2	ROBO1	large_intestine	HBM942.WHFC.488_reg001
SLIT2_ROBO2	SLIT2	ROBO2	large_intestine	HBM942.WHFC.488_reg001
SST_SSTR1	SST	SSTR1	large_intestine	HBM942.WHFC.488_reg001
SST_SSTR2	SST	SSTR2	large_intestine	HBM942.WHFC.488_reg001
SDC1_ADGRA2	SDC1	ADGRA2	large_intestine	HBM942.WHFC.488_reg001
SDC2_ADGRA2	SDC2	ADGRA2	large_intestine	HBM942.WHFC.488_reg001
TAC3_TACR1	TAC3	TACR1	large_intestine	HBM942.WHFC.488_reg001
TAC3_TACR2	TAC3	TACR2	large_intestine	HBM942.WHFC.488_reg001
TAX1BP3_ADGRB1	TAX1BP3	ADGRB1	large_intestine	HBM942.WHFC.488_reg001
TAX1BP3_ADGRB2	TAX1BP3	ADGRB2	large_intestine	HBM942.WHFC.488_reg001
TGFB1_TGFBR3	TGFB1	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
TGFB2_TGFBR3	TGFB2	TGFBR3	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10A	TNFSF10	TNFRSF10A	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10B	TNFSF10	TNFRSF10B	large_intestine	HBM942.WHFC.488_reg001
TNFSF10_TNFRSF10D	TNFSF10	TNFRSF10D	large_intestine	HBM942.WHFC.488_reg001
WNT11_FRZB	WNT11	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT2B_FRZB	WNT2B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT3_FRZB	WNT3	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT4_FRZB	WNT4	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT5A_FRZB	WNT5A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT5B_FRZB	WNT5B	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT9A_FRZB	WNT9A	FRZB	large_intestine	HBM942.WHFC.488_reg001
WNT11_SFRP5	WNT11	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT2B_SFRP5	WNT2B	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT3_SFRP5	WNT3	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT4_SFRP5	WNT4	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT5A_SFRP5	WNT5A	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT5B_SFRP5	WNT5B	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT9A_SFRP5	WNT9A	SFRP5	large_intestine	HBM942.WHFC.488_reg001
WNT5A_ROR1	WNT5A	ROR1	large_intestine	HBM942.WHFC.488_reg001
WNT5A_ROR2	WNT5A	ROR2	large_intestine	HBM942.WHFC.488_reg001
CDH2_CDH2	CDH2	CDH2	large_intestine	HBM942.WHFC.488_reg001
CDH5_CDH5	CDH5	CDH5	large_intestine	HBM942.WHFC.488_reg001
CDH6_CDH6	CDH6	CDH6	large_intestine	HBM942.WHFC.488_reg001
CADM1_CADM1	CADM1	CADM1	large_intestine	HBM942.WHFC.488_reg001
CADM1_NECTIN3	CADM1	NECTIN3	large_intestine	HBM942.WHFC.488_reg001
NECTIN1_NECTIN3	NECTIN1	NECTIN3	large_intestine	HBM942.WHFC.488_reg001
NECTIN2_NECTIN3	NECTIN2	NECTIN3	large_intestine	HBM942.WHFC.488_reg001
CEACAM1_CEACAM6	CEACAM1	CEACAM6	large_intestine	HBM942.WHFC.488_reg001
CEACAM6_CEACAM6	CEACAM6	CEACAM6	large_intestine	HBM942.WHFC.488_reg001
CEACAM1_SELE	CEACAM1	SELE	large_intestine	HBM942.WHFC.488_reg001
PODXL2_SELE	PODXL2	SELE	large_intestine	HBM942.WHFC.488_reg001
COL3A1_ADGRG1	COL3A1	ADGRG1	large_intestine	HBM942.WHFC.488_reg001
COL4A1_ADGRG6	COL4A1	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A2_ADGRG6	COL4A2	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A3_ADGRG6	COL4A3	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A4_ADGRG6	COL4A4	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
COL4A5_ADGRG6	COL4A5	ADGRG6	large_intestine	HBM942.WHFC.488_reg001
DSC2_DSG2	DSC2	DSG2	large_intestine	HBM942.WHFC.488_reg001
DSG2_DSC3	DSG2	DSC3	large_intestine	HBM942.WHFC.488_reg001
CLSTN1_NRXN3	CLSTN1	NRXN3	large_intestine	HBM942.WHFC.488_reg001
CLSTN2_NRXN3	CLSTN2	NRXN3	large_intestine	HBM942.WHFC.488_reg001
CLSTN3_NRXN3	CLSTN3	NRXN3	large_intestine	HBM942.WHFC.488_reg001
LRRTM3_NRXN3	LRRTM3	NRXN3	large_intestine	HBM942.WHFC.488_reg001
LRRTM4_NRXN3	LRRTM4	NRXN3	large_intestine	HBM942.WHFC.488_reg001
NLGN1_NRXN3	NLGN1	NRXN3	large_intestine	HBM942.WHFC.488_reg001
NLGN3_NRXN3	NLGN3	NRXN3	large_intestine	HBM942.WHFC.488_reg001
NLGN4X_NRXN3	NLGN4X	NRXN3	large_intestine	HBM942.WHFC.488_reg001
GJA1_GJA1	GJA1	GJA1	large_intestine	HBM942.WHFC.488_reg001
JAM2_JAM3	JAM2	JAM3	large_intestine	HBM942.WHFC.488_reg001
JAM3_JAM3	JAM3	JAM3	large_intestine	HBM942.WHFC.488_reg001
THBS1_CD36	THBS1	CD36	large_intestine	HBM942.WHFC.488_reg001
THBS2_CD36	THBS2	CD36	large_intestine	HBM942.WHFC.488_reg001
ADM_RAMP3	ADM	RAMP3	large_intestine	HBM942.WHFC.488_reg001
AGRN_PTPRS	AGRN	PTPRS	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRS	LRFN5	PTPRS	large_intestine	HBM942.WHFC.488_reg001
LRRTM4_PTPRS	LRRTM4	PTPRS	large_intestine	HBM942.WHFC.488_reg001
SLITRK2_PTPRS	SLITRK2	PTPRS	large_intestine	HBM942.WHFC.488_reg001
CALCB_CALCR	CALCB	CALCR	large_intestine	HBM942.WHFC.488_reg001
APP_CD74	APP	CD74	large_intestine	HBM942.WHFC.488_reg001
APP_PLXNA4	APP	PLXNA4	large_intestine	HBM942.WHFC.488_reg001
APLP2_PLXNA4	APLP2	PLXNA4	large_intestine	HBM942.WHFC.488_reg001
APP_SORL1	APP	SORL1	large_intestine	HBM942.WHFC.488_reg001
APP_TNFRSF21	APP	TNFRSF21	large_intestine	HBM942.WHFC.488_reg001
APLP2_PIGR	APLP2	PIGR	large_intestine	HBM942.WHFC.488_reg001
ANGPT1_TEK	ANGPT1	TEK	large_intestine	HBM942.WHFC.488_reg001
ANGPT2_TEK	ANGPT2	TEK	large_intestine	HBM942.WHFC.488_reg001
ANXA1_FPR1	ANXA1	FPR1	large_intestine	HBM942.WHFC.488_reg001
ANXA1_FPR3	ANXA1	FPR3	large_intestine	HBM942.WHFC.488_reg001
APOA1_ABCA1	APOA1	ABCA1	large_intestine	HBM942.WHFC.488_reg001
NTS_SORT1	NTS	SORT1	large_intestine	HBM942.WHFC.488_reg001
CLSTN1_NRXN1	CLSTN1	NRXN1	large_intestine	HBM942.WHFC.488_reg001
CLSTN2_NRXN1	CLSTN2	NRXN1	large_intestine	HBM942.WHFC.488_reg001
CLSTN3_NRXN1	CLSTN3	NRXN1	large_intestine	HBM942.WHFC.488_reg001
LRRTM3_NRXN1	LRRTM3	NRXN1	large_intestine	HBM942.WHFC.488_reg001
LRRTM4_NRXN1	LRRTM4	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN1_NRXN1	NLGN1	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN3_NRXN1	NLGN3	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN4X_NRXN1	NLGN4X	NRXN1	large_intestine	HBM942.WHFC.488_reg001
CXCL12_DPP4	CXCL12	DPP4	large_intestine	HBM942.WHFC.488_reg001
CCL25_ACKR4	CCL25	ACKR4	large_intestine	HBM942.WHFC.488_reg001
CCL25_CCR9	CCL25	CCR9	large_intestine	HBM942.WHFC.488_reg001
CXCL12_CXCR4	CXCL12	CXCR4	large_intestine	HBM942.WHFC.488_reg001
CXCL14_CXCR4	CXCL14	CXCR4	large_intestine	HBM942.WHFC.488_reg001
C1QL1_ADGRB3	C1QL1	ADGRB3	large_intestine	HBM942.WHFC.488_reg001
C1QL3_ADGRB3	C1QL3	ADGRB3	large_intestine	HBM942.WHFC.488_reg001
C5_C5AR2	C5	C5AR2	large_intestine	HBM942.WHFC.488_reg001
C5_C5AR1	C5	C5AR1	large_intestine	HBM942.WHFC.488_reg001
CSF1_CSF1R	CSF1	CSF1R	large_intestine	HBM942.WHFC.488_reg001
IL34_CSF1R	IL34	CSF1R	large_intestine	HBM942.WHFC.488_reg001
IHH_HHIP	IHH	HHIP	large_intestine	HBM942.WHFC.488_reg001
EDN1_EDNRA	EDN1	EDNRA	large_intestine	HBM942.WHFC.488_reg001
EDN2_EDNRA	EDN2	EDNRA	large_intestine	HBM942.WHFC.488_reg001
EDN3_EDNRA	EDN3	EDNRA	large_intestine	HBM942.WHFC.488_reg001
EDN1_EDNRB	EDN1	EDNRB	large_intestine	HBM942.WHFC.488_reg001
EDN2_EDNRB	EDN2	EDNRB	large_intestine	HBM942.WHFC.488_reg001
EDN3_EDNRB	EDN3	EDNRB	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA1	EFNA1	EPHA1	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA1	EFNA5	EPHA1	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA2	EFNA1	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA2	EFNA5	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHA2	EFNB1	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA3	EFNA1	EPHA3	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA3	EFNA5	EPHA3	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA4	EFNA1	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA4	EFNA5	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHA4	EFNB1	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHA4	EFNB2	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA7	EFNA1	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA7	EFNA5	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHB2	EFNA5	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB2	EFNB1	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB2	EFNB2	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB4	EFNB1	EPHB4	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB4	EFNB2	EPHB4	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB6	EFNB1	EPHB6	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB6	EFNB2	EPHB6	large_intestine	HBM942.WHFC.488_reg001
AREG_EGFR	AREG	EGFR	large_intestine	HBM942.WHFC.488_reg001
BTC_EGFR	BTC	EGFR	large_intestine	HBM942.WHFC.488_reg001
HBEGF_EGFR	HBEGF	EGFR	large_intestine	HBM942.WHFC.488_reg001
TGFA_EGFR	TGFA	EGFR	large_intestine	HBM942.WHFC.488_reg001
BTC_ERBB3	BTC	ERBB3	large_intestine	HBM942.WHFC.488_reg001
NRG1_ERBB3	NRG1	ERBB3	large_intestine	HBM942.WHFC.488_reg001
NRG2_ERBB3	NRG2	ERBB3	large_intestine	HBM942.WHFC.488_reg001
HBEGF_ERBB2	HBEGF	ERBB2	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR2	FGF2	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF7_FGFR2	FGF7	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR1	FGF2	FGFR1	large_intestine	HBM942.WHFC.488_reg001
NCAM1_FGFR1	NCAM1	FGFR1	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR3	FGF2	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF9_FGFR3	FGF9	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR4	FGF2	FGFR4	large_intestine	HBM942.WHFC.488_reg001
NCAM1_AGRN	NCAM1	AGRN	large_intestine	HBM942.WHFC.488_reg001
FLRT2_ADGRL1	FLRT2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
NRXN1_ADGRL1	NRXN1	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
NRXN3_ADGRL1	NRXN3	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL1	TENM1	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL1	TENM2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL1	TENM3	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL1	TENM4	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
FLRT2_ADGRL3	FLRT2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL3	FLRT3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL3	TENM1	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL3	TENM2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL3	TENM3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL3	TENM4	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL2	FLRT3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL2	TENM1	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL2	TENM2	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL2	TENM3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL2	TENM4	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
LGALS3_MERTK	LGALS3	MERTK	large_intestine	HBM942.WHFC.488_reg001
GAS6_MERTK	GAS6	MERTK	large_intestine	HBM942.WHFC.488_reg001
GIP_GIPR	GIP	GIPR	large_intestine	HBM942.WHFC.488_reg001
GAS6_AXL	GAS6	AXL	large_intestine	HBM942.WHFC.488_reg001
GAS6_TYRO3	GAS6	TYRO3	large_intestine	HBM942.WHFC.488_reg001
GHRL_GPR39	GHRL	GPR39	large_intestine	HBM942.WHFC.488_reg001
IGF1_IGF1R	IGF1	IGF1R	large_intestine	HBM942.WHFC.488_reg001
IGFBP3_TMEM219	IGFBP3	TMEM219	large_intestine	HBM942.WHFC.488_reg001
IL1RAP_PTPRF	IL1RAP	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRRC4C_PTPRF	LRRC4C	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRF	LRFN5	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRD	LRFN5	PTPRD	large_intestine	HBM942.WHFC.488_reg001
NLGN3_PTPRD	NLGN3	PTPRD	large_intestine	HBM942.WHFC.488_reg001
SLITRK2_PTPRD	SLITRK2	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LPAR1_ADGRE5	LPAR1	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
MDK_ALK	MDK	ALK	large_intestine	HBM942.WHFC.488_reg001
PTN_ALK	PTN	ALK	large_intestine	HBM942.WHFC.488_reg001
